Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash,Query
SRR24807263,2023-06-02 16:17:21,2023-06-02 16:00:18,26163.0,39512258.0,0.0,1510.0,34.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807263/SRR24807263.1,SRX20579482,IDR 2100090500,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881471,SAMN35571853,simple,1773.0,Mycobacterium tuberculosis,IDR 2100090500,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,70BD99C51112D2D3ABC25CA96CAA638D,286F5236485AD59C7DE5F2BF9E9985D0,SAMN35571853
SRR24807262,2023-06-02 16:17:21,2023-06-02 16:00:40,34841.0,53042757.0,0.0,1522.0,46.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807262/SRR24807262.1,SRX20579483,IDR 2100093145,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881472,SAMN35571854,simple,1773.0,Mycobacterium tuberculosis,IDR 2100093145,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,CCD0558DE30848A385D9AEB209F073CE,E7C63B5AE2FCAC05E697562AFA4FF732,SAMN35571854
SRR24807261,2023-06-02 16:17:21,2023-06-02 16:00:35,41963.0,59167672.0,0.0,1409.0,51.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807261/SRR24807261.1,SRX20579484,IDR 2100095439,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881473,SAMN35571855,simple,1773.0,Mycobacterium tuberculosis,IDR 2100095439,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,C67C470209AEE9E113A72D2616B6A47D,49836F4F4FF4DBF0FE19CD06BA0BB9DD,SAMN35571855
SRR24799232,2023-06-01 18:25:21,2023-06-01 18:18:48,1220301.0,564600735.0,1220301.0,462.0,336.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24799/SRR24799232/SRR24799232.lite.1,SRX20571552,IDR 2100096271,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina MiSeq,SRP338930,PRJNA766641,,766641.0,SRS17875827,SAMN35560992,simple,1773.0,Mycobacterium tuberculosis,IDR 2100096271,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1647892,,public,8EB8271DB18BE7DBD8D8DB180F68A035,522E9AEAF476F84F9A1E06C12F5D89E2,SAMN35560992
SRR24918241,2023-06-14 17:27:05,2023-06-14 16:45:56,25025.0,32244816.0,0.0,1288.0,28.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918241/SRR24918241.1,SRX20679017,IDR 2100096271,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17875827,SAMN35560992,simple,1773.0,Mycobacterium tuberculosis,IDR 2100096271,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,B9386ECF5B5BE14CA19E8E87A16D0B2E,3F6DF1D830E38793AE7463F81789B632,SAMN35560992
SRR24799226,2023-06-01 18:18:42,2023-06-01 18:17:26,1238294.0,564524149.0,1238294.0,455.0,323.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24799/SRR24799226/SRR24799226.lite.1,SRX20571558,IDR 2100100785,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,Illumina MiSeq,SRP338930,PRJNA766641,,766641.0,SRS17875832,SAMN35560997,simple,1773.0,Mycobacterium tuberculosis,IDR 2100100785,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1647892,,public,F631AFDA4E1F5959B0CB66F1FAE2D365,79F59A5508731D1A4983A5B176414B01,SAMN35560997
SRR24918240,2023-06-14 17:27:05,2023-06-14 16:45:40,6611.0,11463085.0,0.0,1733.0,9.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918240/SRR24918240.1,SRX20679018,IDR 2100100785,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17875832,SAMN35560997,simple,1773.0,Mycobacterium tuberculosis,IDR 2100100785,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,525D1C1DD63E11BD5F8C8E4A96E192F7,24FBF1702BFB5CD1E1E4F5AA6BC0FCA2,SAMN35560997
SRR24807260,2023-06-02 16:17:21,2023-06-02 16:00:37,39192.0,61717129.0,0.0,1574.0,53.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807260/SRR24807260.1,SRX20579485,IDR 2100103489,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881474,SAMN35571856,simple,1773.0,Mycobacterium tuberculosis,IDR 2100103489,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,30E2604940DAD54CBC049CE9717B5757,A506D02215AA2C74705808B3A1985775,SAMN35571856
SRR24807259,2023-06-02 16:17:21,2023-06-02 16:00:49,58371.0,87336629.0,0.0,1496.0,75.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807259/SRR24807259.1,SRX20579486,IDR 2100105253,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881475,SAMN35571857,simple,1773.0,Mycobacterium tuberculosis,IDR 2100105253,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,B91B81D827CE981A9898AA9387C285CE,7975C3EF528AAA087355100781D66948,SAMN35571857
SRR24807257,2023-06-02 16:17:21,2023-06-02 16:00:09,30153.0,48322658.0,0.0,1602.0,41.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807257/SRR24807257.1,SRX20579488,IDR 2100107226,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881477,SAMN35571858,simple,1773.0,Mycobacterium tuberculosis,IDR 2100107226,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,8F1B26B19A59FE93D8D1536EA589A9E1,D10391C0D9F62B941DA212314379CABF,SAMN35571858
SRR24807256,2023-06-02 16:17:21,2023-06-02 16:00:02,20004.0,30398287.0,0.0,1519.0,26.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807256/SRR24807256.1,SRX20579489,IDR 2200000029,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881478,SAMN35571859,simple,1773.0,Mycobacterium tuberculosis,IDR 2200000029,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,0FD2FD1E8842BE0DE3CB6708E6106303,EA86E4B5D9B4D3BAB8D25522554FAF2F,SAMN35571859
SRR24807255,2023-06-02 16:17:21,2023-06-02 16:01:03,74736.0,119698006.0,0.0,1601.0,103.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807255/SRR24807255.1,SRX20579490,IDR 2200000398,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881479,SAMN35571860,simple,1773.0,Mycobacterium tuberculosis,IDR 2200000398,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,049CE99DE088D0E83DC6B29873777F89,62CC0488177E865D9DE8BBC8364CE618,SAMN35571860
SRR24807254,2023-06-02 16:17:21,2023-06-02 16:00:16,31810.0,48631398.0,0.0,1528.0,42.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807254/SRR24807254.1,SRX20579491,IDR 2200001273,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881480,SAMN35571861,simple,1773.0,Mycobacterium tuberculosis,IDR 2200001273,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,7F21151EF1066FF7791828574E3A7064,F2E9D99893BDC7E9D6FD914E5A88010E,SAMN35571861
SRR24807253,2023-06-02 16:03:01,2023-06-02 15:59:54,16347.0,25526276.0,0.0,1561.0,22.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807253/SRR24807253.1,SRX20579492,IDR 2200002775,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881481,SAMN35571862,simple,1773.0,Mycobacterium tuberculosis,IDR 2200002775,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,DCC620510DC18394724D224A9A3B7949,A51989120B9022E6276FBF5CA80E39D3,SAMN35571862
SRR24807252,2023-06-02 16:17:21,2023-06-02 16:00:22,27878.0,41593548.0,0.0,1491.0,36.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807252/SRR24807252.1,SRX20579493,IDR 2200002778,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881482,SAMN35571863,simple,1773.0,Mycobacterium tuberculosis,IDR 2200002778,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,0202B928B3A441C85F24CD856AE97DA8,D38EE7408121F9BF8509608DCD1BC0FD,SAMN35571863
SRR24807251,2023-06-02 16:17:21,2023-06-02 16:00:09,20769.0,30645669.0,0.0,1475.0,26.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807251/SRR24807251.1,SRX20579494,IDR 2200006840,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881483,SAMN35571864,simple,1773.0,Mycobacterium tuberculosis,IDR 2200006840,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,F4CB80C859275E682DC8FA2CBB6A84A4,E718E2DED566F60ADD118CD2FDB30785,SAMN35571864
SRR24807250,2023-06-02 16:17:21,2023-06-02 16:00:02,17814.0,28570467.0,0.0,1603.0,24.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807250/SRR24807250.1,SRX20579495,IDR 2200009104,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881485,SAMN35571865,simple,1773.0,Mycobacterium tuberculosis,IDR 2200009104,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,D0899CD68587C1FC48C54EE405AE4CA7,9A58A76F4B8E1814132CFA7160ACBA95,SAMN35571865
SRR24807249,2023-06-02 16:17:21,2023-06-02 16:00:47,50543.0,85537782.0,0.0,1692.0,73.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807249/SRR24807249.1,SRX20579496,IDR 2200009111,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881484,SAMN35571866,simple,1773.0,Mycobacterium tuberculosis,IDR 2200009111,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,3DF756DFE60487803EA2038343B8C727,7BDAF2508F3793B2E4A91D09E045C7E2,SAMN35571866
SRR24807248,2023-06-02 16:17:21,2023-06-02 16:00:31,49158.0,83984625.0,0.0,1708.0,72.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807248/SRR24807248.1,SRX20579497,IDR 2200009117,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881486,SAMN35571867,simple,1773.0,Mycobacterium tuberculosis,IDR 2200009117,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,BA921AD3D70778CFBD2C16F06B05598A,4055C637D646FAFFF108BC0EF4221731,SAMN35571867
SRR24807246,2023-06-02 16:17:21,2023-06-02 16:00:28,27983.0,42641971.0,0.0,1523.0,36.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807246/SRR24807246.1,SRX20579499,IDR 2200009770,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881488,SAMN35571868,simple,1773.0,Mycobacterium tuberculosis,IDR 2200009770,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,9DCE036CD1EE5A72E50B539063958959,8A0D4BF7BD7EECD2B8BDCF209555F2F6,SAMN35571868
SRR24807245,2023-06-02 16:17:21,2023-06-02 16:00:54,100363.0,162055936.0,0.0,1614.0,140.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807245/SRR24807245.1,SRX20579500,IDR 2200009775,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881489,SAMN35571869,simple,1773.0,Mycobacterium tuberculosis,IDR 2200009775,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,7F4E3B19EBEF0E575F264784E153E999,8822CBFB4B08B94467F5F83573AC4CFE,SAMN35571869
SRR24807244,2023-06-02 16:03:01,2023-06-02 15:59:07,8387.0,12426400.0,0.0,1481.0,10.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807244/SRR24807244.1,SRX20579501,IDR 2200012190,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881490,SAMN35571870,simple,1773.0,Mycobacterium tuberculosis,IDR 2200012190,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,12A4542EE2A6A117B410CB3DF8CC0A3E,C094C12260CE7B0F8F88A68228BB16E3,SAMN35571870
SRR24799213,2023-06-01 18:21:10,2023-06-01 18:18:17,1955120.0,567697796.0,1955120.0,290.0,239.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24799/SRR24799213/SRR24799213.lite.1,SRX20571571,IDR 2200020595,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP338930,PRJNA766641,,766641.0,SRS17875844,SAMN35561009,simple,1773.0,Mycobacterium tuberculosis,IDR 2200020595,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1647892,,public,B7A52248F25400CC451C186ED0EE1F9A,E4D458ABFB8638C5AA0705854678FA3E,SAMN35561009
SRR24918239,2023-06-14 17:27:05,2023-06-14 16:46:24,67177.0,103440858.0,0.0,1539.0,89.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918239/SRR24918239.1,SRX20679019,IDR 2200020595,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17875844,SAMN35561009,simple,1773.0,Mycobacterium tuberculosis,IDR 2200020595,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,68E5CA8D19CC8DDB84D3CF55F992D28F,DDDDF344D5549218B9E2317A38A79B68,SAMN35561009
SRR24807243,2023-06-02 16:03:01,2023-06-02 15:59:48,25474.0,21912697.0,0.0,860.0,19.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807243/SRR24807243.1,SRX20579502,IDR 2200023807,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881491,SAMN35571871,simple,1773.0,Mycobacterium tuberculosis,IDR 2200023807,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,8D3E3A89563B9DEC9B9F4868D94777B7,10F1F037E9F857E6AFF350B3E7EBF5FC,SAMN35571871
SRR24799210,2023-06-01 18:18:42,2023-06-01 18:17:13,1510931.0,438678173.0,1510931.0,290.0,183.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24799/SRR24799210/SRR24799210.lite.1,SRX20571574,IDR 2200024514,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 550,SRP338930,PRJNA766641,,766641.0,SRS17875846,SAMN35561012,simple,1773.0,Mycobacterium tuberculosis,IDR 2200024514,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1647892,,public,ACD376F532FCF91EC1BB740BFF4634D0,A7B47E1D3806ACE6BFC5401FF7C9C5BA,SAMN35561012
SRR24918238,2023-06-14 17:27:05,2023-06-14 16:46:04,50793.0,91180630.0,0.0,1795.0,78.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918238/SRR24918238.1,SRX20679020,IDR 2200024514,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17875846,SAMN35561012,simple,1773.0,Mycobacterium tuberculosis,IDR 2200024514,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,3DBA993CE00830EB2B960970A26A7842,FF26AACD85951EBA3BF27C402962011B,SAMN35561012
SRR24799208,2023-06-01 18:21:10,2023-06-01 18:18:10,1855515.0,540087657.0,1855515.0,291.0,225.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24799/SRR24799208/SRR24799208.lite.1,SRX20571576,IDR 2200025030,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 550,SRP338930,PRJNA766641,,766641.0,SRS17875847,SAMN35561014,simple,1773.0,Mycobacterium tuberculosis,IDR 2200025030,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1647892,,public,2E7B476FF04FA33D979B6D310F6B3159,011CAD2B91EC104E1789CD364AA3D5F3,SAMN35561014
SRR24918237,2023-06-14 17:27:05,2023-06-14 16:46:20,45983.0,57407223.0,0.0,1248.0,50.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918237/SRR24918237.1,SRX20679021,IDR 2200025030,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17875847,SAMN35561014,simple,1773.0,Mycobacterium tuberculosis,IDR 2200025030,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,B3E9BB7FCE4A5E3A58704CB5297C3EEF,7035A261AF3300D207632A3442763BFF,SAMN35561014
SRR24807242,2023-06-02 16:17:21,2023-06-02 16:00:37,46196.0,70711499.0,0.0,1530.0,61.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807242/SRR24807242.1,SRX20579503,IDR 2200025031,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881492,SAMN35571872,simple,1773.0,Mycobacterium tuberculosis,IDR 2200025031,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,CDEAD73C0CACFE96F6049F2177831095,8A602447392924390A1E2F889692AB65,SAMN35571872
SRR24799205,2023-06-01 18:21:10,2023-06-01 18:17:19,1098109.0,318506330.0,1098109.0,290.0,122.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24799/SRR24799205/SRR24799205.lite.1,SRX20571579,IDR 2200028607,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP338930,PRJNA766641,,766641.0,SRS17875855,SAMN35561016,simple,1773.0,Mycobacterium tuberculosis,IDR 2200028607,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1647892,,public,74EA0469ED91B9C24C545DD8C1A54392,768B509020D1C3B812F2B9F2D7738032,SAMN35561016
SRR24918235,2023-06-14 17:27:05,2023-06-14 16:46:12,252647.0,118528689.0,0.0,469.0,110.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918235/SRR24918235.1,SRX20679023,IDR 2200028607,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17875855,SAMN35561016,simple,1773.0,Mycobacterium tuberculosis,IDR 2200028607,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,E3144DBA0E689BA249DB27469A635C24,AC61254457C6B44CF84769B4C894B60D,SAMN35561016
SRR24807241,2023-06-02 16:17:21,2023-06-02 16:00:38,166498.0,87679779.0,0.0,526.0,80.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807241/SRR24807241.1,SRX20579504,IDR 2200029057,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881493,SAMN35571873,simple,1773.0,Mycobacterium tuberculosis,IDR 2200029057,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,A9A6349A1410B04AEDCBBCED78A6AC0B,0D5AE47678B4683678E843E9B20F1AFC,SAMN35571873
SRR24807240,2023-06-02 16:17:21,2023-06-02 16:00:58,62915.0,60942599.0,0.0,968.0,53.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807240/SRR24807240.1,SRX20579505,IDR 2200029431,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881495,SAMN35571874,simple,1773.0,Mycobacterium tuberculosis,IDR 2200029431,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,C8D1FA063917E24EA1226771CEB02215,150084A29E63F36D62E7155A63726CE6,SAMN35571874
SRR24807239,2023-06-02 16:17:21,2023-06-02 16:00:16,62445.0,63674149.0,0.0,1019.0,56.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24807/SRR24807239/SRR24807239.1,SRX20579506,IDR 2200032145,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17881494,SAMN35571875,simple,1773.0,Mycobacterium tuberculosis,IDR 2200032145,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1648423,,public,C20837E204ECB018DDF521F605C674E4,D949BEE2FB65EBECA0AD8311DDADA075,SAMN35571875
SRR24799202,2023-06-01 18:21:10,2023-06-01 18:17:28,1678077.0,489552443.0,1678077.0,291.0,207.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24799/SRR24799202/SRR24799202.lite.1,SRX20571582,IDR 2200034189,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 500,SRP338930,PRJNA766641,,766641.0,SRS17875856,SAMN35561019,simple,1773.0,Mycobacterium tuberculosis,IDR 2200034189,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1647892,,public,6DFAC6193BA9FD8AE99CE90D3A097EA1,36C835D9D769CC4B5F528B622A8CB4A8,SAMN35561019
SRR24918234,2023-06-14 17:27:05,2023-06-14 16:45:57,18532.0,28186905.0,0.0,1520.0,24.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918234/SRR24918234.1,SRX20679024,IDR 2200034189,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17875856,SAMN35561019,simple,1773.0,Mycobacterium tuberculosis,IDR 2200034189,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,5A784086649FFDDD3F7671AE86E05618,34C4613BC2C23BCAD515BB120680A39C,SAMN35561019
SRR24799201,2023-06-01 18:21:10,2023-06-01 18:17:05,1395908.0,409741133.0,1395908.0,293.0,173.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-5/SRR024/24799/SRR24799201/SRR24799201.lite.1,SRX20571583,IDR 2200034903,WGS,RANDOM,GENOMIC,PAIRED,0.0,0.0,ILLUMINA,NextSeq 550,SRP338930,PRJNA766641,,766641.0,SRS17875857,SAMN35561020,simple,1773.0,Mycobacterium tuberculosis,IDR 2200034903,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1647892,,public,8992C3D48E942F70F53CCCEE7871837D,F37AE2F0C2ADA4912BF5DD15F720A460,SAMN35561020
SRR24918233,2023-06-14 17:27:05,2023-06-14 16:45:58,22969.0,32710684.0,0.0,1424.0,28.0,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-36/SRR024/24918/SRR24918233/SRR24918233.1,SRX20679025,IDR 2200034903,WGS,RANDOM,GENOMIC,SINGLE,0.0,0.0,OXFORD_NANOPORE,MinION,SRP338930,PRJNA766641,,766641.0,SRS17875857,SAMN35561020,simple,1773.0,Mycobacterium tuberculosis,IDR 2200034903,,,,,,,no,,,,,WADSWORTH CENTER - NYS DOH,SRA1655637,,public,EA0798466904A703E2B7441AA8B8CA4F,8961AF496043471565935F646BB4FAE3,SAMN35561020
